lang,topic,topic_hash,section_name,section_hash,section_mapped,section_name_translated,topic_name_translated,topic_mapped
gu,Your local news,CAAqHAgKIhZDQklTQ2pvSWJHOWpZV3hmZGpJb0FBUAE,,,,,Your local news,NATION
gu,Business,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx6TVdZU0FtaHBHZ0pKVGlnQVAB,,,,,Business,BUSINESS
gu,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,ताज़ा खबरें,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAQ,BREAKING NEWS,breaking news,Entertainment,ENTERTAINMENT
gu,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,फ़िल्में,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVHNHFHUW9YQ2hOTlQxWkpSVk5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVABUAE,MOVIES,movies,Entertainment,ENTERTAINMENT
gu,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,संगीत,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSeWJHWXFDaElJTDIwdk1EUnliR1lvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,MUSIC,music,Entertainment,ENTERTAINMENT
gu,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,टीवी,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkak5USXFDaElJTDIwdk1EZGpOVElvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,TV,tv,Entertainment,ENTERTAINMENT
gu,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,किताबें,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TUdKMFgyTXpLaGdLRmdvU1FrOVBTMU5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVABUAE,BOOKS,books,Entertainment,ENTERTAINMENT
gu,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,कला,CAQiQ0NCQVNMQW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlOQ0FRYUNRb0hMMjB2TUdwcWR5b0pFZ2N2YlM4d2FtcDNLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,ART,art,Entertainment,ENTERTAINMENT
gu,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,मशहूर लोग,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURGeVpub3FDaElJTDIwdk1ERnlabm9vQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,PEOPLE,famous people,Entertainment,ENTERTAINMENT
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,ताज़ा खबरें,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAQ,BREAKING NEWS,breaking news,Sports,SPORTS
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,क्रिकेट,CAQiW0NCQVNQZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TURJMGJtb3hLaGtLRnhJVjRLU1Y0S1dONEtTdzRLU180S1NWNEtXSDRLU2ZLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,CRICKET,cricket,Sports,SPORTS
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,हॉकी,CAQiUkNCQVNOd29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlSQ0FRYURRb0xMMjB2TURFeFltSTRNak1xRUFvT0VnemdwTG5ncFluZ3BKWGdwWUFvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,HOCKEY,hockey,Sports,SPORTS
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,टेनिस,CAQiUkNCQVNOd29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkaWN6QXFFd29SRWdfZ3BKX2dwWWZncEtqZ3BMX2dwTGdvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,TENNIS,tennis,Sports,SPORTS
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,फुटबॉल,CAQiVkNCQVNPZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVEUXFGZ29VRWhMZ3BLdmdwWUhncEpfZ3BLemdwWW5ncExJb0FBKioIAComCAoiIENCQVNFZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaWdBUAFQAQ,FOOTBALL,football,Sports,SPORTS
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,बैडमिंटन,CAQiXkNCQVNRQW9JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURFNU5HUXFIQW9hRWhqZ3BLemdwWWpncEtIZ3BLN2dwTF9ncElMZ3BKX2dwS2dvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,BADMINTON,badminton,Sports,SPORTS
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,कबड्डी,CAQiVkNCQVNPZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSaU1ITXFGZ29VRWhMZ3BKWGdwS3pncEtIZ3BZM2dwS0hncFlBb0FBKioIAComCAoiIENCQVNFZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaWdBUAFQAQ,KABADDI,kabaddi,Sports,SPORTS
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,महिला क्रिकेट,CAQicENCQVNUZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TURjd2JXczRLaWtLSnhJbDRLU3U0S1M1NEtTXzRLU3k0S1MtSU9Da2xlQ2xqZUNrc09Da3YtQ2tsZUNsaC1Da255Z0EqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,CRICKET,women's cricket,Sports,SPORTS
gu,Sports,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,F1 रेसिंग,CAQiWkNCQVNQUW9JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKNGVqSXFHUW9YRWhWR01TRGdwTERncFlmZ3BMamdwTF9ncElMZ3BKY29BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVABUAE,F1,f1 racing,Sports,SPORTS
hi,COVID-19,CAAqIggKIhxDQkFTRHdvSkwyMHZNREZqY0hsNUVnSm9hU2dBUAE,कोरोना वायरस,CAQqEAgAKgcICjDD3pgLMNPosAMwgd3RBg,COVID-19,corona virus,COVID-19,COVID-19
hi,COVID-19,CAAqIggKIhxDQkFTRHdvSkwyMHZNREZqY0hsNUVnSm9hU2dBUAE,स्थानीय,CAQiVkNCQVNPZ29KTDIwdk1ERmpjSGw1RWdKb2FTSUxDQXc2QndvRmJHOWpZV3dxSEFvYUNoWk1UME5CVEY5T1JWZFRYMFZZVUV4QlRrRlVTVTlPSUFFb0FBKiYIACoiCAoiHENCQVNEd29KTDIwdk1ERmpjSGw1RWdKb2FTZ0FQAVAB,NATION,local,COVID-19,COVID-19
hi,India,CAAqIQgKIhtDQkFTRGdvSUwyMHZNRE55YXpBU0FtaHBLQUFQAQ,,,,,India,NATION
hi,World,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx1YlY4U0FtaHBHZ0pKVGlnQVAB,,,,,World,WORLD
hi,your local news,CAAqHAgKIhZDQklTQ2pvSWJHOWpZV3hmZGpJb0FBUAE,,,,,your local news,NATION
hi,business,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx6TVdZU0FtaHBHZ0pKVGlnQVAB,,,,,business,BUSINESS
hi,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,ताज़ा खबरें,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAQ,BREAKING NEWS,breaking news,Entertainment,ENTERTAINMENT
hi,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,फ़िल्में,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVHNHFHUW9YQ2hOTlQxWkpSVk5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVABUAE,MOVIES,movies,Entertainment,ENTERTAINMENT
hi,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,संगीत,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSeWJHWXFDaElJTDIwdk1EUnliR1lvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,MUSIC,music,Entertainment,ENTERTAINMENT
hi,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,टीवी,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkak5USXFDaElJTDIwdk1EZGpOVElvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,TV,tv,Entertainment,ENTERTAINMENT
hi,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,किताबें,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TUdKMFgyTXpLaGdLRmdvU1FrOVBTMU5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVABUAE,BOOKS,books,Entertainment,ENTERTAINMENT
hi,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,कला,CAQiQ0NCQVNMQW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlOQ0FRYUNRb0hMMjB2TUdwcWR5b0pFZ2N2YlM4d2FtcDNLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,ART,art,Entertainment,ENTERTAINMENT
hi,Entertainment,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,मशहूर लोग,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURGeVpub3FDaElJTDIwdk1ERnlabm9vQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,PEOPLE,famous people,Entertainment,ENTERTAINMENT
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,ताज़ा खबरें,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAQ,BREAKING NEWS,breaking news,Play,SPORTS
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,क्रिकेट,CAQiW0NCQVNQZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TURJMGJtb3hLaGtLRnhJVjRLU1Y0S1dONEtTdzRLU180S1NWNEtXSDRLU2ZLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,CRICKET,cricket,Play,SPORTS
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,हॉकी,CAQiUkNCQVNOd29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlSQ0FRYURRb0xMMjB2TURFeFltSTRNak1xRUFvT0VnemdwTG5ncFluZ3BKWGdwWUFvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,HOCKEY,hockey,Play,SPORTS
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,टेनिस,CAQiUkNCQVNOd29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkaWN6QXFFd29SRWdfZ3BKX2dwWWZncEtqZ3BMX2dwTGdvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,TENNIS,tennis,Play,SPORTS
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,फुटबॉल,CAQiVkNCQVNPZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVEUXFGZ29VRWhMZ3BLdmdwWUhncEpfZ3BLemdwWW5ncExJb0FBKioIAComCAoiIENCQVNFZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaWdBUAFQAQ,FOOTBALL,football,Play,SPORTS
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,बैडमिंटन,CAQiXkNCQVNRQW9JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURFNU5HUXFIQW9hRWhqZ3BLemdwWWpncEtIZ3BLN2dwTF9ncElMZ3BKX2dwS2dvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,BADMINTON,badminton,Play,SPORTS
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,कबड्डी,CAQiVkNCQVNPZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSaU1ITXFGZ29VRWhMZ3BKWGdwS3pncEtIZ3BZM2dwS0hncFlBb0FBKioIAComCAoiIENCQVNFZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaWdBUAFQAQ,KABADDI,kabaddi,Play,SPORTS
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,महिला क्रिकेट,CAQicENCQVNUZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TURjd2JXczRLaWtLSnhJbDRLU3U0S1M1NEtTXzRLU3k0S1MtSU9Da2xlQ2xqZUNrc09Da3YtQ2tsZUNsaC1Da255Z0EqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,CRICKET,women's cricket,Play,SPORTS
hi,Play,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,F1 रेसिंग,CAQiWkNCQVNQUW9JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKNGVqSXFHUW9YRWhWR01TRGdwTERncFlmZ3BMamdwTF9ncElMZ3BKY29BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVABUAE,F1,f1 racing,Play,SPORTS
kn,COVID-19,CAAqIggKIhxDQkFTRHdvSkwyMHZNREZqY0hsNUVnSm9hU2dBUAE,कोरोना वायरस,CAQqEAgAKgcICjDD3pgLMNPosAMwgd3RBg,COVID-19,corona virus,COVID-19,COVID-19
kn,COVID-19,CAAqIggKIhxDQkFTRHdvSkwyMHZNREZqY0hsNUVnSm9hU2dBUAE,स्थानीय,CAQiVkNCQVNPZ29KTDIwdk1ERmpjSGw1RWdKb2FTSUxDQXc2QndvRmJHOWpZV3dxSEFvYUNoWk1UME5CVEY5T1JWZFRYMFZZVUV4QlRrRlVTVTlPSUFFb0FBKiYIACoiCAoiHENCQVNEd29KTDIwdk1ERmpjSGw1RWdKb2FTZ0FQAVAB,NATION,local,COVID-19,COVID-19
kn,भारत,CAAqIQgKIhtDQkFTRGdvSUwyMHZNRE55YXpBU0FtaHBLQUFQAQ,,,,,India,NATION
kn,दुनिया,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx1YlY4U0FtaHBHZ0pKVGlnQVAB,,,,,World,WORLD
kn,आपकी स्थानीय खबरें,CAAqHAgKIhZDQklTQ2pvSWJHOWpZV3hmZGpJb0FBUAE,,,,,your local news,NATION
kn,कारोबार,CAAqJggKIiBDQkFTRWdvSUwyMHZNRGx6TVdZU0FtaHBHZ0pKVGlnQVAB,,,,,business,BUSINESS
kn,मनोरंजन,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,ताज़ा खबरें,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAQ,BREAKING NEWS,breaking news,Entertainment,ENTERTAINMENT
kn,मनोरंजन,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,फ़िल्में,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVHNHFHUW9YQ2hOTlQxWkpSVk5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVABUAE,MOVIES,movies,Entertainment,ENTERTAINMENT
kn,मनोरंजन,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,संगीत,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSeWJHWXFDaElJTDIwdk1EUnliR1lvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,MUSIC,music,Entertainment,ENTERTAINMENT
kn,मनोरंजन,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,टीवी,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkak5USXFDaElJTDIwdk1EZGpOVElvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,TV,tv,Entertainment,ENTERTAINMENT
kn,मनोरंजन,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,किताबें,CAQiWkNCQVNQUW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TUdKMFgyTXpLaGdLRmdvU1FrOVBTMU5mVTBWRFZFbFBUbDlPUVUxRklBRW9BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVABUAE,BOOKS,books,Entertainment,ENTERTAINMENT
kn,मनोरंजन,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,कला,CAQiQ0NCQVNMQW9JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlOQ0FRYUNRb0hMMjB2TUdwcWR5b0pFZ2N2YlM4d2FtcDNLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,ART,art,Entertainment,ENTERTAINMENT
kn,मनोरंजन,CAAqJggKIiBDQkFTRWdvSUwyMHZNREpxYW5RU0FtaHBHZ0pKVGlnQVAB,मशहूर लोग,CAQiRkNCQVNMZ29JTDIwdk1ESnFhblFTQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURGeVpub3FDaElJTDIwdk1ERnlabm9vQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURKcWFuUVNBbWhwR2dKSlRpZ0FQAVAB,PEOPLE,famous people,Entertainment,ENTERTAINMENT
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,ताज़ा खबरें,CAQqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAQ,BREAKING NEWS,breaking news,Play,SPORTS
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,क्रिकेट,CAQiW0NCQVNQZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TURJMGJtb3hLaGtLRnhJVjRLU1Y0S1dONEtTdzRLU180S1NWNEtXSDRLU2ZLQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,CRICKET,cricket,Play,SPORTS
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,हॉकी,CAQiUkNCQVNOd29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlSQ0FRYURRb0xMMjB2TURFeFltSTRNak1xRUFvT0VnemdwTG5ncFluZ3BKWGdwWUFvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,HOCKEY,hockey,Play,SPORTS
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,टेनिस,CAQiUkNCQVNOd29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURkaWN6QXFFd29SRWdfZ3BKX2dwWWZncEtqZ3BMX2dwTGdvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,TENNIS,tennis,Play,SPORTS
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,फुटबॉल,CAQiVkNCQVNPZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKMmVEUXFGZ29VRWhMZ3BLdmdwWUhncEpfZ3BLemdwWW5ncExJb0FBKioIAComCAoiIENCQVNFZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaWdBUAFQAQ,FOOTBALL,football,Play,SPORTS
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,बैडमिंटन,CAQiXkNCQVNRQW9JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURFNU5HUXFIQW9hRWhqZ3BLemdwWWpncEtIZ3BLN2dwTF9ncElMZ3BKX2dwS2dvQUEqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,BADMINTON,badminton,Play,SPORTS
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,कबड्डी,CAQiVkNCQVNPZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURSaU1ITXFGZ29VRWhMZ3BKWGdwS3pncEtIZ3BZM2dwS0hncFlBb0FBKioIAComCAoiIENCQVNFZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaWdBUAFQAQ,KABADDI,kabaddi,Play,SPORTS
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,महिला क्रिकेट,CAQicENCQVNUZ29JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlQQ0FRYUN3b0pMMjB2TURjd2JXczRLaWtLSnhJbDRLU3U0S1M1NEtTXzRLU3k0S1MtSU9Da2xlQ2xqZUNrc09Da3YtQ2tsZUNsaC1Da255Z0EqKggAKiYICiIgQ0JBU0Vnb0lMMjB2TURadWRHb1NBbWhwR2dKSlRpZ0FQAVAB,CRICKET,women's cricket,Play,SPORTS
kn,खेल,CAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVAB,F1 रेसिंग,CAQiWkNCQVNQUW9JTDIwdk1EWnVkR29TQW1ocEdnSkpUaUlPQ0FRYUNnb0lMMjB2TURKNGVqSXFHUW9YRWhWR01TRGdwTERncFlmZ3BMamdwTF9ncElMZ3BKY29BQSoqCAAqJggKIiBDQkFTRWdvSUwyMHZNRFp1ZEdvU0FtaHBHZ0pKVGlnQVABUAE,F1,f1 racing,Play,SPORTS
ml,India,CAAqIQgKIhtDQkFTRGdvSUwyMHZNRE55YXpBU0FtMXNLQUFQAQ,,,,,India,NATION
